Accident_ID,Accident_Description,Police_Station,Investigation_Status,Reported_By,Insurance_Claim,Claim_Amount,Fault,Injured_Person_Name,Contact_Info,Vehicle_Damage,Repair_Cost,Legal_Proceedings,Lawyer_Involved,Lawyer_Fee
3893,Description_3893,Station_3893,Completed,Driver,True,1710,Road conditions,Person_3893,Contact_3893,No damage,3811,True,False,1877
3894,Description_3894,Station_3894,Pending,Driver,True,5090,Road conditions,Person_3894,Contact_3894,Minor,655,False,True,4345
3895,Description_3895,Station_3895,Pending,Witness,True,6243,Road conditions,Person_3895,Contact_3895,Major,1428,False,True,2129
3896,Description_3896,Station_3896,Pending,Witness,True,2590,Driver,Person_3896,Contact_3896,Minor,3981,True,True,2062
3897,Description_3897,Station_3897,Pending,Witness,True,2340,Driver,Person_3897,Contact_3897,No damage,2535,True,True,1487
3898,Description_3898,Station_3898,Pending,Passenger,False,1821,Other driver,Person_3898,Contact_3898,Major,3229,False,False,3683
3899,Description_3899,Station_3899,Completed,Passenger,False,2616,Road conditions,Person_3899,Contact_3899,No damage,2832,False,False,2144
3900,Description_3900,Station_3900,Completed,Passenger,True,1752,Driver,Person_3900,Contact_3900,No damage,2197,False,False,1595
3901,Description_3901,Station_3901,Pending,Witness,False,8037,Driver,Person_3901,Contact_3901,Minor,3173,True,True,3256
3902,Description_3902,Station_3902,Completed,Driver,False,7934,Driver,Person_3902,Contact_3902,Minor,1377,True,False,3822
3903,Description_3903,Station_3903,Completed,Witness,True,8985,Other driver,Person_3903,Contact_3903,Major,2815,False,False,1950
3904,Description_3904,Station_3904,Completed,Witness,False,9522,Driver,Person_3904,Contact_3904,Major,3495,False,True,1111
3905,Description_3905,Station_3905,Pending,Driver,False,4043,Road conditions,Person_3905,Contact_3905,No damage,1614,False,False,2424
3906,Description_3906,Station_3906,Pending,Driver,True,8371,Driver,Person_3906,Contact_3906,No damage,1819,True,True,3627
3907,Description_3907,Station_3907,Pending,Witness,False,9023,Road conditions,Person_3907,Contact_3907,No damage,3510,True,False,2827
3908,Description_3908,Station_3908,Completed,Passenger,True,9858,Driver,Person_3908,Contact_3908,Minor,856,False,True,1891
3909,Description_3909,Station_3909,Pending,Passenger,False,4386,Road conditions,Person_3909,Contact_3909,Major,3492,False,True,1733
3910,Description_3910,Station_3910,Completed,Driver,False,7408,Other driver,Person_3910,Contact_3910,Minor,2445,True,False,1000
3911,Description_3911,Station_3911,Completed,Witness,True,8456,Driver,Person_3911,Contact_3911,Minor,3879,True,False,1758
3912,Description_3912,Station_3912,Completed,Passenger,False,5677,Driver,Person_3912,Contact_3912,No damage,817,True,False,2314
3913,Description_3913,Station_3913,Completed,Passenger,False,9882,Other driver,Person_3913,Contact_3913,No damage,2360,True,False,4147
3914,Description_3914,Station_3914,Completed,Driver,True,2703,Other driver,Person_3914,Contact_3914,No damage,1840,True,True,1400
3915,Description_3915,Station_3915,Pending,Witness,False,4077,Other driver,Person_3915,Contact_3915,Minor,3399,False,True,4663
3916,Description_3916,Station_3916,Pending,Driver,False,7787,Road conditions,Person_3916,Contact_3916,No damage,1519,True,False,3715
3917,Description_3917,Station_3917,Pending,Witness,True,3337,Road conditions,Person_3917,Contact_3917,Minor,1487,False,True,4871
3918,Description_3918,Station_3918,Completed,Witness,True,3252,Driver,Person_3918,Contact_3918,Minor,1936,True,False,1749
3919,Description_3919,Station_3919,Pending,Witness,False,6678,Road conditions,Person_3919,Contact_3919,Minor,1573,False,True,1950
3920,Description_3920,Station_3920,Pending,Witness,False,3951,Driver,Person_3920,Contact_3920,Major,860,False,False,3850
3921,Description_3921,Station_3921,Completed,Witness,True,8815,Other driver,Person_3921,Contact_3921,Minor,3507,False,False,1895
3922,Description_3922,Station_3922,Pending,Witness,False,6833,Driver,Person_3922,Contact_3922,No damage,4073,True,True,3578
3923,Description_3923,Station_3923,Completed,Passenger,True,9223,Other driver,Person_3923,Contact_3923,No damage,4057,False,True,4164
3924,Description_3924,Station_3924,Completed,Passenger,False,9383,Other driver,Person_3924,Contact_3924,Major,1369,False,True,4676
3925,Description_3925,Station_3925,Completed,Passenger,True,5502,Driver,Person_3925,Contact_3925,No damage,1376,False,True,3546
3926,Description_3926,Station_3926,Completed,Passenger,True,9024,Road conditions,Person_3926,Contact_3926,No damage,4264,True,False,3639
3927,Description_3927,Station_3927,Pending,Witness,True,6702,Road conditions,Person_3927,Contact_3927,No damage,4294,True,False,3819
3928,Description_3928,Station_3928,Pending,Passenger,True,3082,Driver,Person_3928,Contact_3928,Major,2319,True,True,4476
3929,Description_3929,Station_3929,Completed,Witness,False,4969,Road conditions,Person_3929,Contact_3929,Minor,2931,False,True,4581
3930,Description_3930,Station_3930,Pending,Driver,False,6339,Other driver,Person_3930,Contact_3930,Major,501,False,True,3672
3931,Description_3931,Station_3931,Pending,Driver,True,6737,Other driver,Person_3931,Contact_3931,Major,2192,False,False,1114
3932,Description_3932,Station_3932,Completed,Passenger,True,7119,Road conditions,Person_3932,Contact_3932,No damage,2689,False,False,4755
3933,Description_3933,Station_3933,Completed,Witness,True,3379,Road conditions,Person_3933,Contact_3933,No damage,2804,True,True,3621
3934,Description_3934,Station_3934,Completed,Passenger,False,8163,Other driver,Person_3934,Contact_3934,Major,3502,False,False,2664
3935,Description_3935,Station_3935,Pending,Witness,True,3056,Driver,Person_3935,Contact_3935,Minor,3557,False,True,3898
3936,Description_3936,Station_3936,Pending,Passenger,False,7323,Road conditions,Person_3936,Contact_3936,Major,3656,False,False,4378
3937,Description_3937,Station_3937,Completed,Driver,False,7146,Road conditions,Person_3937,Contact_3937,Minor,3814,False,False,4187
3938,Description_3938,Station_3938,Completed,Driver,True,2827,Driver,Person_3938,Contact_3938,No damage,4510,True,True,4179
3939,Description_3939,Station_3939,Completed,Passenger,False,5262,Other driver,Person_3939,Contact_3939,Major,1794,True,True,2241
3940,Description_3940,Station_3940,Pending,Passenger,False,6393,Driver,Person_3940,Contact_3940,Minor,978,True,False,1715
3941,Description_3941,Station_3941,Completed,Witness,True,2616,Driver,Person_3941,Contact_3941,Major,3567,True,True,4728
3942,Description_3942,Station_3942,Pending,Driver,False,9309,Driver,Person_3942,Contact_3942,Major,4311,False,False,1036
3943,Description_3943,Station_3943,Completed,Passenger,True,3399,Road conditions,Person_3943,Contact_3943,No damage,3958,True,False,3011
3944,Description_3944,Station_3944,Pending,Witness,False,7796,Other driver,Person_3944,Contact_3944,Minor,1367,True,True,3083
3945,Description_3945,Station_3945,Pending,Driver,True,1316,Other driver,Person_3945,Contact_3945,Minor,3961,True,True,4996
3946,Description_3946,Station_3946,Completed,Witness,False,6521,Road conditions,Person_3946,Contact_3946,Minor,1905,True,False,3372
3947,Description_3947,Station_3947,Pending,Driver,False,2719,Driver,Person_3947,Contact_3947,Minor,1998,False,True,4685
3948,Description_3948,Station_3948,Pending,Driver,False,4776,Road conditions,Person_3948,Contact_3948,Minor,1033,False,False,1642
3949,Description_3949,Station_3949,Pending,Witness,True,2306,Driver,Person_3949,Contact_3949,No damage,4942,False,True,3446
3950,Description_3950,Station_3950,Completed,Witness,False,3061,Driver,Person_3950,Contact_3950,Major,1722,False,False,4010
3951,Description_3951,Station_3951,Pending,Driver,False,9558,Driver,Person_3951,Contact_3951,No damage,3802,True,True,1332
3952,Description_3952,Station_3952,Pending,Driver,False,1735,Driver,Person_3952,Contact_3952,Major,4005,True,False,3756
3953,Description_3953,Station_3953,Pending,Witness,True,4476,Road conditions,Person_3953,Contact_3953,Minor,3903,False,True,4988
3954,Description_3954,Station_3954,Completed,Passenger,True,4131,Driver,Person_3954,Contact_3954,No damage,1859,True,False,4432
3955,Description_3955,Station_3955,Completed,Witness,True,1866,Road conditions,Person_3955,Contact_3955,Major,1757,False,True,3326
3956,Description_3956,Station_3956,Completed,Passenger,False,9851,Driver,Person_3956,Contact_3956,Major,3940,True,False,1046
3957,Description_3957,Station_3957,Pending,Witness,False,4123,Road conditions,Person_3957,Contact_3957,Major,4110,False,True,4285
3958,Description_3958,Station_3958,Completed,Passenger,True,8317,Other driver,Person_3958,Contact_3958,Minor,1838,False,False,4617
3959,Description_3959,Station_3959,Completed,Passenger,True,7799,Road conditions,Person_3959,Contact_3959,No damage,669,False,True,2832
3960,Description_3960,Station_3960,Completed,Driver,False,6780,Other driver,Person_3960,Contact_3960,Major,4008,True,True,3777
3961,Description_3961,Station_3961,Completed,Witness,False,3365,Road conditions,Person_3961,Contact_3961,Minor,1817,False,False,2838
3962,Description_3962,Station_3962,Pending,Witness,False,4732,Other driver,Person_3962,Contact_3962,No damage,3934,False,True,3206
3963,Description_3963,Station_3963,Completed,Witness,True,1488,Road conditions,Person_3963,Contact_3963,Major,4895,False,True,1034
3964,Description_3964,Station_3964,Completed,Passenger,False,2979,Driver,Person_3964,Contact_3964,Minor,3561,False,False,2926
3965,Description_3965,Station_3965,Completed,Passenger,True,3171,Other driver,Person_3965,Contact_3965,Major,4285,True,False,3535
3966,Description_3966,Station_3966,Completed,Driver,True,9897,Driver,Person_3966,Contact_3966,Minor,4672,True,True,4884
3967,Description_3967,Station_3967,Pending,Passenger,True,5554,Other driver,Person_3967,Contact_3967,No damage,4408,True,True,3872
3968,Description_3968,Station_3968,Pending,Witness,True,8700,Driver,Person_3968,Contact_3968,Major,4783,False,True,2759
3969,Description_3969,Station_3969,Completed,Passenger,False,9096,Driver,Person_3969,Contact_3969,Minor,1262,False,True,1509
3970,Description_3970,Station_3970,Pending,Passenger,True,8920,Road conditions,Person_3970,Contact_3970,Minor,1399,False,False,3676
3971,Description_3971,Station_3971,Pending,Driver,False,6776,Driver,Person_3971,Contact_3971,Minor,3190,False,True,3965
3972,Description_3972,Station_3972,Completed,Passenger,True,8459,Other driver,Person_3972,Contact_3972,No damage,3025,False,False,4694
3973,Description_3973,Station_3973,Pending,Witness,True,6261,Other driver,Person_3973,Contact_3973,Minor,517,True,True,4909
3974,Description_3974,Station_3974,Completed,Witness,True,5772,Other driver,Person_3974,Contact_3974,Major,4344,True,True,3708
3975,Description_3975,Station_3975,Pending,Witness,True,3693,Road conditions,Person_3975,Contact_3975,No damage,3407,False,True,2260
3976,Description_3976,Station_3976,Completed,Witness,False,9369,Road conditions,Person_3976,Contact_3976,Major,2449,False,False,2382
3977,Description_3977,Station_3977,Pending,Driver,False,8717,Other driver,Person_3977,Contact_3977,Minor,2249,False,True,2584
3978,Description_3978,Station_3978,Pending,Driver,False,5631,Driver,Person_3978,Contact_3978,Minor,2041,False,True,4118
3979,Description_3979,Station_3979,Completed,Witness,False,2695,Road conditions,Person_3979,Contact_3979,Major,1968,False,True,4172
3980,Description_3980,Station_3980,Pending,Witness,True,4293,Driver,Person_3980,Contact_3980,Major,3003,False,True,2946
3981,Description_3981,Station_3981,Completed,Passenger,False,2637,Road conditions,Person_3981,Contact_3981,No damage,4714,True,True,3825
3982,Description_3982,Station_3982,Pending,Passenger,False,3905,Road conditions,Person_3982,Contact_3982,Minor,1971,False,False,3645
3983,Description_3983,Station_3983,Completed,Passenger,True,5696,Road conditions,Person_3983,Contact_3983,No damage,4562,True,True,4499
3984,Description_3984,Station_3984,Pending,Passenger,True,4485,Road conditions,Person_3984,Contact_3984,Minor,1080,True,True,3994
3985,Description_3985,Station_3985,Pending,Passenger,True,8346,Other driver,Person_3985,Contact_3985,Major,4460,False,False,1401
3986,Description_3986,Station_3986,Pending,Witness,False,7121,Road conditions,Person_3986,Contact_3986,No damage,3460,True,False,2987
3987,Description_3987,Station_3987,Pending,Passenger,False,9072,Road conditions,Person_3987,Contact_3987,Minor,2823,False,False,2772
3988,Description_3988,Station_3988,Pending,Passenger,True,5918,Other driver,Person_3988,Contact_3988,Major,4687,False,False,3914
3989,Description_3989,Station_3989,Completed,Passenger,False,8454,Other driver,Person_3989,Contact_3989,No damage,4526,False,True,4045
3990,Description_3990,Station_3990,Completed,Driver,True,8406,Other driver,Person_3990,Contact_3990,No damage,2188,False,False,3341
3991,Description_3991,Station_3991,Completed,Driver,True,2089,Other driver,Person_3991,Contact_3991,No damage,2915,True,False,3595
3992,Description_3992,Station_3992,Completed,Driver,False,7859,Driver,Person_3992,Contact_3992,Major,3077,False,False,4387
3993,Description_3993,Station_3993,Pending,Witness,True,4924,Other driver,Person_3993,Contact_3993,No damage,3040,True,True,3755
3994,Description_3994,Station_3994,Completed,Driver,False,7110,Other driver,Person_3994,Contact_3994,Minor,4051,True,True,1236
3995,Description_3995,Station_3995,Completed,Passenger,True,2827,Other driver,Person_3995,Contact_3995,Major,1424,False,False,2609
3996,Description_3996,Station_3996,Pending,Passenger,True,8019,Driver,Person_3996,Contact_3996,No damage,3894,False,True,1863
3997,Description_3997,Station_3997,Completed,Passenger,True,6036,Other driver,Person_3997,Contact_3997,Major,2070,False,True,1841
3998,Description_3998,Station_3998,Pending,Witness,True,6421,Driver,Person_3998,Contact_3998,Minor,4697,True,True,3794
3999,Description_3999,Station_3999,Completed,Driver,False,1785,Road conditions,Person_3999,Contact_3999,No damage,4866,False,False,4500
4000,Description_4000,Station_4000,Pending,Driver,True,7853,Driver,Person_4000,Contact_4000,Major,2854,False,True,1329
4001,Description_4001,Station_4001,Pending,Passenger,True,4936,Other driver,Person_4001,Contact_4001,Major,2824,False,True,1458
4002,Description_4002,Station_4002,Pending,Passenger,False,4058,Driver,Person_4002,Contact_4002,Minor,1456,True,True,2649
4003,Description_4003,Station_4003,Completed,Driver,True,6665,Driver,Person_4003,Contact_4003,Minor,758,True,False,2766
4004,Description_4004,Station_4004,Pending,Driver,False,4662,Driver,Person_4004,Contact_4004,Major,4520,False,True,2672
4005,Description_4005,Station_4005,Completed,Passenger,False,7727,Driver,Person_4005,Contact_4005,No damage,4118,False,False,4084
4006,Description_4006,Station_4006,Pending,Driver,False,5850,Driver,Person_4006,Contact_4006,No damage,1955,False,True,1184
4007,Description_4007,Station_4007,Pending,Driver,True,6770,Driver,Person_4007,Contact_4007,Major,3881,False,False,2001
4008,Description_4008,Station_4008,Pending,Witness,False,8853,Driver,Person_4008,Contact_4008,Minor,1379,True,True,1081
4009,Description_4009,Station_4009,Pending,Passenger,True,9208,Driver,Person_4009,Contact_4009,No damage,3771,True,True,2390
4010,Description_4010,Station_4010,Pending,Driver,False,7173,Road conditions,Person_4010,Contact_4010,No damage,3973,False,False,1312
4011,Description_4011,Station_4011,Pending,Witness,False,9106,Road conditions,Person_4011,Contact_4011,Minor,3493,True,False,4236
4012,Description_4012,Station_4012,Completed,Witness,False,2063,Other driver,Person_4012,Contact_4012,Minor,3593,True,True,3990
4013,Description_4013,Station_4013,Pending,Witness,True,1915,Other driver,Person_4013,Contact_4013,Minor,734,False,True,1522
4014,Description_4014,Station_4014,Pending,Witness,False,2691,Other driver,Person_4014,Contact_4014,Major,2321,True,True,2947
4015,Description_4015,Station_4015,Completed,Witness,False,9475,Other driver,Person_4015,Contact_4015,Major,3397,False,True,2541
4016,Description_4016,Station_4016,Completed,Witness,True,7202,Other driver,Person_4016,Contact_4016,Major,4985,True,False,1909
4017,Description_4017,Station_4017,Pending,Witness,False,4005,Other driver,Person_4017,Contact_4017,Minor,3011,False,True,3734
4018,Description_4018,Station_4018,Pending,Passenger,False,6103,Road conditions,Person_4018,Contact_4018,Major,3088,True,True,2820
4019,Description_4019,Station_4019,Pending,Passenger,False,4401,Road conditions,Person_4019,Contact_4019,Minor,2576,False,False,1102
4020,Description_4020,Station_4020,Pending,Passenger,True,2749,Road conditions,Person_4020,Contact_4020,Major,2680,True,False,2678
4021,Description_4021,Station_4021,Completed,Witness,False,8430,Driver,Person_4021,Contact_4021,Major,2246,True,True,4567
4022,Description_4022,Station_4022,Completed,Driver,True,2377,Driver,Person_4022,Contact_4022,No damage,1033,True,False,2719
4023,Description_4023,Station_4023,Completed,Witness,True,8851,Other driver,Person_4023,Contact_4023,Minor,4260,False,False,2860
4024,Description_4024,Station_4024,Completed,Passenger,True,3366,Road conditions,Person_4024,Contact_4024,No damage,3195,True,True,4413
4025,Description_4025,Station_4025,Completed,Passenger,False,5816,Other driver,Person_4025,Contact_4025,Minor,3423,True,False,3035
4026,Description_4026,Station_4026,Pending,Witness,False,2068,Road conditions,Person_4026,Contact_4026,Major,2103,True,False,2182
4027,Description_4027,Station_4027,Completed,Passenger,True,9007,Road conditions,Person_4027,Contact_4027,Major,2075,True,False,3834
4028,Description_4028,Station_4028,Pending,Driver,True,3409,Other driver,Person_4028,Contact_4028,Major,1614,True,False,2778
4029,Description_4029,Station_4029,Completed,Driver,True,7905,Other driver,Person_4029,Contact_4029,Minor,3211,True,True,4217
4030,Description_4030,Station_4030,Completed,Driver,False,6580,Driver,Person_4030,Contact_4030,Minor,2176,True,False,4257
4031,Description_4031,Station_4031,Pending,Witness,False,5102,Road conditions,Person_4031,Contact_4031,Major,3035,False,False,1709
4032,Description_4032,Station_4032,Pending,Passenger,False,6378,Driver,Person_4032,Contact_4032,No damage,2423,True,False,4272
4033,Description_4033,Station_4033,Pending,Passenger,True,7231,Driver,Person_4033,Contact_4033,Major,1970,True,False,1029
4034,Description_4034,Station_4034,Pending,Driver,True,5637,Driver,Person_4034,Contact_4034,Major,4298,False,True,4806
4035,Description_4035,Station_4035,Pending,Passenger,True,6479,Driver,Person_4035,Contact_4035,Major,2397,False,True,4234
4036,Description_4036,Station_4036,Pending,Witness,False,6076,Road conditions,Person_4036,Contact_4036,Major,4734,False,False,1528
4037,Description_4037,Station_4037,Completed,Driver,False,1368,Road conditions,Person_4037,Contact_4037,No damage,2589,False,False,3793
4038,Description_4038,Station_4038,Completed,Witness,False,6126,Driver,Person_4038,Contact_4038,No damage,2783,False,True,3959
4039,Description_4039,Station_4039,Completed,Witness,True,5774,Road conditions,Person_4039,Contact_4039,No damage,1992,False,False,2248
4040,Description_4040,Station_4040,Completed,Passenger,False,3433,Driver,Person_4040,Contact_4040,Minor,2745,False,True,3371
4041,Description_4041,Station_4041,Completed,Witness,False,5778,Other driver,Person_4041,Contact_4041,Major,1911,False,True,2502
4042,Description_4042,Station_4042,Completed,Driver,True,1395,Driver,Person_4042,Contact_4042,Minor,3605,True,False,4837
4043,Description_4043,Station_4043,Completed,Witness,False,1539,Other driver,Person_4043,Contact_4043,Major,1805,False,False,1800
4044,Description_4044,Station_4044,Completed,Passenger,False,3667,Driver,Person_4044,Contact_4044,No damage,4968,True,False,3553
4045,Description_4045,Station_4045,Pending,Witness,False,2170,Driver,Person_4045,Contact_4045,Major,1321,False,True,1753
4046,Description_4046,Station_4046,Completed,Witness,False,2307,Road conditions,Person_4046,Contact_4046,No damage,1736,True,True,2267
4047,Description_4047,Station_4047,Completed,Passenger,True,7731,Other driver,Person_4047,Contact_4047,Major,3848,True,False,4875
4048,Description_4048,Station_4048,Pending,Passenger,True,4675,Road conditions,Person_4048,Contact_4048,Major,4267,False,False,3826
4049,Description_4049,Station_4049,Pending,Passenger,True,2530,Driver,Person_4049,Contact_4049,No damage,4816,False,True,4771
4050,Description_4050,Station_4050,Completed,Passenger,True,2497,Other driver,Person_4050,Contact_4050,Major,2133,False,False,4703
4051,Description_4051,Station_4051,Pending,Passenger,False,4813,Driver,Person_4051,Contact_4051,No damage,3122,False,True,1771
4052,Description_4052,Station_4052,Pending,Passenger,True,3757,Other driver,Person_4052,Contact_4052,No damage,3308,False,False,4262
4053,Description_4053,Station_4053,Pending,Passenger,True,5671,Other driver,Person_4053,Contact_4053,Major,609,False,True,2266
4054,Description_4054,Station_4054,Pending,Witness,True,6000,Driver,Person_4054,Contact_4054,No damage,2744,True,True,4939
4055,Description_4055,Station_4055,Completed,Witness,True,9694,Driver,Person_4055,Contact_4055,Minor,3431,True,False,1516
4056,Description_4056,Station_4056,Pending,Witness,False,2993,Road conditions,Person_4056,Contact_4056,Minor,1448,True,False,2215
4057,Description_4057,Station_4057,Completed,Driver,True,9416,Road conditions,Person_4057,Contact_4057,Major,952,True,False,3900
4058,Description_4058,Station_4058,Pending,Passenger,False,1521,Driver,Person_4058,Contact_4058,No damage,4023,False,True,3764
4059,Description_4059,Station_4059,Pending,Witness,False,3975,Road conditions,Person_4059,Contact_4059,Minor,606,False,False,2667
4060,Description_4060,Station_4060,Pending,Passenger,False,8493,Road conditions,Person_4060,Contact_4060,Minor,504,False,True,3025
4061,Description_4061,Station_4061,Pending,Driver,True,8614,Driver,Person_4061,Contact_4061,No damage,636,True,True,3673
4062,Description_4062,Station_4062,Pending,Passenger,False,6864,Other driver,Person_4062,Contact_4062,Minor,1292,False,True,1290
4063,Description_4063,Station_4063,Pending,Witness,True,5842,Driver,Person_4063,Contact_4063,Minor,4012,False,True,4097
4064,Description_4064,Station_4064,Pending,Driver,True,2156,Road conditions,Person_4064,Contact_4064,Major,2163,True,False,1665
4065,Description_4065,Station_4065,Pending,Passenger,False,8792,Driver,Person_4065,Contact_4065,Major,914,False,True,4602
4066,Description_4066,Station_4066,Pending,Driver,False,1653,Driver,Person_4066,Contact_4066,No damage,4010,False,False,1036
4067,Description_4067,Station_4067,Completed,Passenger,False,3608,Other driver,Person_4067,Contact_4067,No damage,696,False,False,1650
4068,Description_4068,Station_4068,Completed,Driver,False,5874,Other driver,Person_4068,Contact_4068,Minor,4165,True,True,3113
4069,Description_4069,Station_4069,Completed,Witness,False,9350,Road conditions,Person_4069,Contact_4069,Major,2019,True,True,2407
4070,Description_4070,Station_4070,Pending,Passenger,False,8105,Road conditions,Person_4070,Contact_4070,No damage,1095,False,True,2054
4071,Description_4071,Station_4071,Pending,Passenger,True,1137,Road conditions,Person_4071,Contact_4071,Minor,2025,True,True,1401
4072,Description_4072,Station_4072,Pending,Passenger,True,1532,Road conditions,Person_4072,Contact_4072,Major,1222,False,False,3250
4073,Description_4073,Station_4073,Completed,Witness,False,4373,Road conditions,Person_4073,Contact_4073,No damage,2575,True,True,2023
4074,Description_4074,Station_4074,Pending,Driver,True,7878,Driver,Person_4074,Contact_4074,Major,593,True,True,2579
4075,Description_4075,Station_4075,Completed,Witness,True,9906,Driver,Person_4075,Contact_4075,Minor,3546,True,True,4343
4076,Description_4076,Station_4076,Completed,Driver,True,4145,Road conditions,Person_4076,Contact_4076,Minor,3394,False,True,4001
4077,Description_4077,Station_4077,Pending,Passenger,True,7675,Other driver,Person_4077,Contact_4077,Minor,4709,True,True,4585
4078,Description_4078,Station_4078,Completed,Driver,True,3324,Other driver,Person_4078,Contact_4078,Major,1647,True,False,4642
4079,Description_4079,Station_4079,Pending,Driver,False,9612,Road conditions,Person_4079,Contact_4079,No damage,2074,True,True,4317
4080,Description_4080,Station_4080,Completed,Passenger,False,7029,Driver,Person_4080,Contact_4080,No damage,2804,True,True,2503
4081,Description_4081,Station_4081,Pending,Passenger,True,5164,Other driver,Person_4081,Contact_4081,Minor,4608,True,False,3423
4082,Description_4082,Station_4082,Pending,Driver,True,2175,Other driver,Person_4082,Contact_4082,Minor,3765,False,False,3553
4083,Description_4083,Station_4083,Pending,Passenger,False,1719,Other driver,Person_4083,Contact_4083,Minor,3101,False,True,2199
4084,Description_4084,Station_4084,Pending,Passenger,False,4571,Other driver,Person_4084,Contact_4084,Minor,1708,True,False,2519
4085,Description_4085,Station_4085,Pending,Driver,True,6839,Driver,Person_4085,Contact_4085,Major,2582,False,False,4029
4086,Description_4086,Station_4086,Completed,Witness,False,1179,Driver,Person_4086,Contact_4086,Minor,749,True,False,1675
4087,Description_4087,Station_4087,Pending,Witness,False,8666,Other driver,Person_4087,Contact_4087,Minor,746,False,True,2287
4088,Description_4088,Station_4088,Pending,Passenger,True,2772,Driver,Person_4088,Contact_4088,No damage,4005,True,True,4107
4089,Description_4089,Station_4089,Completed,Driver,True,1007,Driver,Person_4089,Contact_4089,Major,3737,True,False,4178
4090,Description_4090,Station_4090,Completed,Passenger,False,7245,Road conditions,Person_4090,Contact_4090,Minor,3920,True,True,3072
4091,Description_4091,Station_4091,Pending,Witness,True,6776,Road conditions,Person_4091,Contact_4091,Major,4723,True,True,1423
4092,Description_4092,Station_4092,Completed,Witness,True,5100,Road conditions,Person_4092,Contact_4092,Minor,4241,True,False,4452
4093,Description_4093,Station_4093,Pending,Driver,True,3887,Road conditions,Person_4093,Contact_4093,Major,2487,True,True,4819
4094,Description_4094,Station_4094,Pending,Driver,True,8546,Other driver,Person_4094,Contact_4094,Minor,1872,True,True,2502
4095,Description_4095,Station_4095,Pending,Witness,False,7749,Road conditions,Person_4095,Contact_4095,Minor,3807,False,True,4843
4096,Description_4096,Station_4096,Completed,Driver,True,8896,Road conditions,Person_4096,Contact_4096,Major,4382,False,True,4046
4097,Description_4097,Station_4097,Pending,Witness,False,4755,Driver,Person_4097,Contact_4097,Minor,1756,False,True,2644
4098,Description_4098,Station_4098,Pending,Passenger,True,1972,Other driver,Person_4098,Contact_4098,Minor,3540,True,True,3730
4099,Description_4099,Station_4099,Pending,Witness,True,6955,Driver,Person_4099,Contact_4099,Major,4659,True,True,2178
4100,Description_4100,Station_4100,Pending,Witness,True,7793,Driver,Person_4100,Contact_4100,No damage,3346,False,True,1488
4101,Description_4101,Station_4101,Pending,Driver,True,6275,Driver,Person_4101,Contact_4101,No damage,1727,False,False,3469
4102,Description_4102,Station_4102,Pending,Driver,True,8467,Road conditions,Person_4102,Contact_4102,Minor,2031,False,True,4536
4103,Description_4103,Station_4103,Pending,Driver,True,5606,Other driver,Person_4103,Contact_4103,Major,4752,True,False,1108
4104,Description_4104,Station_4104,Completed,Passenger,True,3326,Road conditions,Person_4104,Contact_4104,No damage,886,False,False,4493
4105,Description_4105,Station_4105,Pending,Driver,True,8004,Other driver,Person_4105,Contact_4105,Major,4180,True,True,3679
4106,Description_4106,Station_4106,Pending,Passenger,False,4438,Driver,Person_4106,Contact_4106,No damage,4297,False,True,4519
4107,Description_4107,Station_4107,Pending,Driver,False,6652,Other driver,Person_4107,Contact_4107,Minor,3267,False,False,3776
4108,Description_4108,Station_4108,Completed,Driver,False,8041,Driver,Person_4108,Contact_4108,Major,2604,False,False,4216
4109,Description_4109,Station_4109,Completed,Witness,False,6002,Road conditions,Person_4109,Contact_4109,Minor,570,False,False,2932
4110,Description_4110,Station_4110,Pending,Witness,False,6749,Driver,Person_4110,Contact_4110,Minor,996,True,True,1852
4111,Description_4111,Station_4111,Pending,Witness,True,2873,Road conditions,Person_4111,Contact_4111,Minor,4855,False,False,3382
4112,Description_4112,Station_4112,Completed,Passenger,True,1396,Road conditions,Person_4112,Contact_4112,Major,2007,True,False,4695
4113,Description_4113,Station_4113,Pending,Driver,True,3348,Road conditions,Person_4113,Contact_4113,No damage,3252,True,True,1628
4114,Description_4114,Station_4114,Pending,Witness,True,6959,Driver,Person_4114,Contact_4114,Minor,2403,True,True,3583
4115,Description_4115,Station_4115,Pending,Driver,False,4465,Road conditions,Person_4115,Contact_4115,Major,4492,True,False,4846
4116,Description_4116,Station_4116,Pending,Witness,False,5698,Other driver,Person_4116,Contact_4116,No damage,928,True,True,1447
4117,Description_4117,Station_4117,Completed,Driver,False,7736,Other driver,Person_4117,Contact_4117,Minor,4737,False,True,1116
4118,Description_4118,Station_4118,Pending,Witness,False,5311,Other driver,Person_4118,Contact_4118,No damage,2156,False,True,2004
4119,Description_4119,Station_4119,Completed,Witness,True,8956,Other driver,Person_4119,Contact_4119,No damage,2801,False,False,4134
4120,Description_4120,Station_4120,Pending,Witness,True,1000,Road conditions,Person_4120,Contact_4120,Major,2288,False,True,2787
4121,Description_4121,Station_4121,Completed,Witness,True,8311,Other driver,Person_4121,Contact_4121,Major,4911,True,False,3789
4122,Description_4122,Station_4122,Pending,Witness,False,6369,Driver,Person_4122,Contact_4122,Major,1821,False,True,1487
4123,Description_4123,Station_4123,Pending,Driver,False,2194,Other driver,Person_4123,Contact_4123,No damage,4334,False,True,4221
